step_time,step_stopped,step_wait_time,accumulated_wait_time,gneJ00_passed,gneJ9_passed
301.0,2,2002.0,2002.0,94,83
302.0,1,19.0,2021.0,95,84
303.0,1,20.0,2041.0,95,84
304.0,0,19.0,2060.0,96,85
305.0,1,20.0,2080.0,96,85
306.0,2,21.0,2101.0,96,86
307.0,2,22.0,2123.0,96,86
308.0,3,25.0,2148.0,97,86
309.0,0,24.0,2172.0,97,87
310.0,3,27.0,2199.0,97,87
311.0,1,28.0,2227.0,97,87
312.0,2,29.0,2256.0,97,87
313.0,0,23.0,2279.0,98,87
314.0,5,24.0,2303.0,98,87
315.0,1,24.0,2327.0,98,87
316.0,1,24.0,2351.0,98,87
317.0,1,25.0,2376.0,98,88
318.0,4,29.0,2405.0,100,89
319.0,0,26.0,2431.0,100,89
320.0,1,27.0,2458.0,101,90
321.0,2,29.0,2487.0,102,90
322.0,1,30.0,2517.0,102,90
323.0,2,32.0,2549.0,103,92
324.0,0,31.0,2580.0,104,92
325.0,4,35.0,2615.0,104,92
326.0,0,33.0,2648.0,104,93
327.0,3,36.0,2684.0,105,93
328.0,3,38.0,2722.0,105,93
329.0,0,37.0,2759.0,105,94
330.0,2,39.0,2798.0,105,94
331.0,2,41.0,2839.0,105,94
332.0,1,42.0,2881.0,105,94
333.0,1,42.0,2923.0,105,94
334.0,2,43.0,2966.0,105,94
335.0,1,44.0,3010.0,105,94
336.0,2,45.0,3055.0,105,94
337.0,1,45.0,3100.0,105,94
338.0,2,46.0,3146.0,105,94
339.0,3,44.0,3190.0,105,94
340.0,2,42.0,3232.0,105,94
341.0,0,39.0,3271.0,105,94
342.0,1,39.0,3310.0,105,95
343.0,2,41.0,3351.0,105,96
344.0,3,43.0,3394.0,106,96
345.0,0,43.0,3437.0,106,97
346.0,1,44.0,3481.0,106,98
347.0,1,45.0,3526.0,106,99
348.0,3,48.0,3574.0,106,99
349.0,0,48.0,3622.0,107,99
350.0,1,49.0,3671.0,108,100
351.0,4,47.0,3718.0,108,100
352.0,2,44.0,3762.0,109,100
353.0,1,40.0,3802.0,109,100
354.0,2,37.0,3839.0,109,101
355.0,1,35.0,3874.0,110,101
356.0,3,34.0,3908.0,111,103
357.0,1,33.0,3941.0,111,103
358.0,4,35.0,3976.0,112,103
359.0,3,35.0,4011.0,113,104
360.0,1,32.0,4043.0,113,105
361.0,1,29.0,4072.0,114,105
362.0,2,28.0,4100.0,115,106
363.0,2,26.0,4126.0,115,106
364.0,3,27.0,4153.0,116,107
365.0,2,26.0,4179.0,117,108
366.0,0,23.0,4202.0,117,109
367.0,0,22.0,4224.0,118,109
368.0,0,21.0,4245.0,119,110
369.0,1,20.0,4265.0,119,110
370.0,2,20.0,4285.0,120,111
371.0,1,19.0,4304.0,121,112
372.0,2,19.0,4323.0,121,113
373.0,3,19.0,4342.0,123,113
374.0,1,15.0,4357.0,123,113
375.0,4,16.0,4373.0,124,115
376.0,1,15.0,4388.0,125,115
377.0,3,18.0,4406.0,125,116
378.0,3,15.0,4421.0,127,116
379.0,1,14.0,4435.0,127,117
380.0,2,14.0,4449.0,127,118
381.0,2,16.0,4465.0,128,118
382.0,1,15.0,4480.0,128,119
383.0,0,12.0,4492.0,128,120
384.0,0,12.0,4504.0,129,121
385.0,0,12.0,4516.0,129,121
386.0,0,12.0,4528.0,129,121
387.0,2,14.0,4542.0,129,121
388.0,1,14.0,4556.0,130,122
389.0,1,14.0,4570.0,130,122
390.0,1,15.0,4585.0,131,122
391.0,1,16.0,4601.0,131,123
392.0,2,16.0,4617.0,131,124
393.0,1,16.0,4633.0,132,124
394.0,0,16.0,4649.0,132,124
395.0,0,16.0,4665.0,132,126
396.0,0,16.0,4681.0,133,126
397.0,0,16.0,4697.0,133,126
398.0,0,16.0,4713.0,133,127
399.0,0,16.0,4729.0,134,127
400.0,0,16.0,4745.0,134,128
401.0,0,16.0,4761.0,135,128
402.0,0,16.0,4777.0,135,128
403.0,0,16.0,4793.0,135,129
404.0,0,16.0,4809.0,136,129
405.0,0,16.0,4825.0,137,129
406.0,1,17.0,4842.0,138,130
407.0,0,17.0,4859.0,138,130
408.0,0,17.0,4876.0,139,131
409.0,0,15.0,4891.0,140,131
410.0,1,14.0,4905.0,141,131
411.0,0,14.0,4919.0,141,131
412.0,0,14.0,4933.0,141,131
413.0,0,14.0,4947.0,142,132
414.0,0,13.0,4960.0,143,133
415.0,1,13.0,4973.0,143,133
416.0,2,15.0,4988.0,144,134
417.0,0,15.0,5003.0,144,135
418.0,4,19.0,5022.0,144,135
419.0,1,19.0,5041.0,145,136
